	example_id	 text	 aspect_term	 term_location	 class	asp_dep_words	opin_polarity
659	2932_0	to honest think faulty equipment something ink	equipment	35--44	-1	faulty equipment ink	-1.0
660	146_0	i hate display screen i done everything i could change	display screen	11--25	-1	hate display screen done	-1.0
661	2612_0	it take long get switched mac computer programs navigation fine like way laptop functions much better	programs	64--72	1	mac computer programs navigation	0.0
662	1459_0	tried charge different batteries no luck	batteries	38--47	-1	tried charge different batteries	0.0
663	1937_2	i got back built webcam built mic shorting anytime i touched lid mind means communication fiance deployed i suffered thru would constantly reset computer able use cam mic anytime went	cam	269--272	-1	mic cam mic	0.0
664	2711_1	seems slow occasionally run many applications ie internet tabs programs etc simultaneously	programs	82--90	0	tabs programs simultaneously	0.0
665	1997_0	might something deep within windows i unable create disk image hard drive	windows	34--41	-1	deep within windows	0.0
666	2859_1	some features arent friendly volume wheel sound quality etc	sound quality	45--58	-1	arent friendly wheel sound quality	-1.0
667	830_0	there literally no way make sing vista	vista	48--53	-1	make sing vista	0.0
668	988_1	windows vista makes computer almost unusable online service	online service	54--68	-1	makes online service	0.0
669	1283_0	however girlfriend realized netbook hinge bit loose open close lcd	hinge	51--56	-1	realized netbook hinge loose open close lcd	-1.0
670	1892_0	i purchased netbook original toshiba laptop crashed right warranty expired	warranty	82--90	-1	right warranty expired	0.0
671	3057_0	cosmetically thing changed 2 function keys top	function keys	55--68	0	changed 2 function keys top	1.0
672	1963_0	the battery life shorter expected	battery life	4--16	-1	the battery life expected	0.0
673	406_1	hp interested selling extended warranties cost netbook new helping fixing	cost	60--64	-1	hp cost netbook new helping	1.0
674	2916_1	the processor amd semprom 2 1 ghz bummer not power hd heavy computing	computing	94--103	-1	hd heavy computing	0.0
675	2146_0	but a way bigger screen is able connect hdmi	screen	22--28	1	a way bigger screen is able connect	0.0
676	552_1	overall poor features average performance poor battery life excellent price value poor	performance	35--46	-1	poor performance poor poor	-1.0
677	2778_1	the screen little glary i hated clicking buttons i got used	clicking buttons	46--62	-1	hated clicking buttons	-1.0
678	917_1	one night i turned freaking thing using next day i turn no gui screen dark power light steady hard drive light steady not flashing usually	screen	94--100	-1	screen light steady light steady flashing	0.0
679	936_0	it easy use fast great graphics money	graphics	40--48	1	fast great graphics money	1.0
680	2359_0	the screen bright vivid keyboard easy use important use quick typers	screen	4--10	1	the screen bright vivid easy use important use	1.0
681	2796_0	this computer well certain games play becomes hot playing games	games	48--53	-1	certain games play becomes hot playing games	1.0
682	610_1	lots extra space keyboard ridiculously small	keyboard	28--36	-1	lots extra space keyboard ridiculously small	-1.0
683	1400_1	switch top need memorize key combination rather flicking switch	switch	102--108	-1	switch top flicking switch	1.0
684	1088_0	a second problem involves the battery which is advertised as having a storage life of 11 hours but when fully charged shows only 7 hours of service	battery	30--37	-1	involves the battery life	0.0
685	881_1	after 2 months complaints asus finally sent right power supply techies	techies	77--84	0	sent supply techies	0.0
686	2453_0	clear picture everything	picture	6--13	1	clear picture everything	1.0
687	1075_0	it could perfect laptop would faster system memory radeon 5850 would ddr5 instead ddr3	system memory	53--66	-1	perfect faster system memory ddr5	1.0
688	2766_0	i think camera one requirements forgot check specifications one i purchased	camera	21--27	0	camera requirements	0.0
689	2398_0	i bought mom reports battery life lasts day lightweight response computing internet focused activity mail research etc excellent	battery life	48--60	1	battery life lasts	0.0
690	2692_1	laptop advertised 15 casing looks like 17	15	26--29	0	15 casing looks	0.0
691	1878_0	1 you not change desktop background window 7 starter not support function	desktop background	26--44	-1	desktop background window	0.0
692	388_0	the processor quick effective i load webpages applications	processor	4--13	1	processor quick effective load	1.0
693	161_0	for price get lot asus 1920x1080 res	price	13--18	-1	for price get	0.0
694	1427_1	best buy 5 stars sales service respect old men familiar technology dell computers 3 stars dell support owes couple	service	33--40	1	sales service	0.0
695	411_0	asus facial recognition work windows logon either	facial recognition	5--23	-1	asus facial recognition windows	0.0
696	3019_0	the unibody construction solid sleek beautiful	unibody construction	4--24	1	the unibody construction solid sleek beautiful	1.0
697	2097_0	for i lucky local store selling $2000 best buy matched price i able buy one $1000	price	95--100	1	buy matched price able buy	0.0
698	2322_0	the screen gorgeous yummy good	screen	4--10	1	the screen gorgeous yummy good	1.0
699	2745_0	a cheaper price not equal cheap product	price	10--15	1	a cheaper price equal	0.0
700	2231_0	find many laptops performance even better lower price cannot find look easy applications experience mac	performance	40--51	0	many laptops performance better lower	1.0
701	2213_1	i use iphoto time great program anyone photography amateurs experts alike	program	44--51	1	great program experts	1.0
702	2561_1	i wish iwork ms office came mac ms office even come pc laptops	ms office	16--25	-1	iwork ms office came mac ms office even come	0.0
703	327_0	also good college students need reliable easy use computer	use	76--79	1	reliable easy use computer	1.0
704	2313_0	startup 30 seconds shutdown 2 4 seconds resume sleep 0 2 seconds	startup	0--7	0	startup seconds seconds seconds	0.0
705	1936_0	in early may i got back time i back 1 day new issue sent back 6th time expedited repairs i supposed without 3 days supposed fixed senior tech	senior tech	263--274	-1	supposed supposed fixed senior tech	0.0
706	1597_0	i previously purchased 13 macbook pro specs aluminum style nvidia 9800 if i not mistaken major heating issues	aluminum style	60--74	1	macbook pro specs aluminum style nvidia 9800 mistaken major issues	-1.0
707	1254_0	after numerous attempts trying including setting clock bios setup directly i gave i techie	clock bios setup	57--76	-1	setting clock bios setup	0.0
708	2272_1	we also use parallel run virtual machines windows xp professional windows 7 home premium windows server enterprise 2003 windows server 2008 enterprise	windows xp professional	55--78	0	run windows xp professional windows premium windows enterprise windows enterprise	1.0
709	687_0	good keyboard long battery life largest hard drive windows 7	keyboard	5--13	1	good keyboard long life largest hard windows	1.0
710	1600_1	also one users mentioned edges macbook sharp money spend one incase shells seem problem	incase shells	113--126	1	one spend one incase shells	0.0
711	2101_0	which great i running vista business scored 5 x index i never seen windows machine total score 5	vista business	28--42	1	vista business scored	0.0
712	2524_0	it secure easy navigate	navigate	26--34	1	secure navigate	1.0
713	1565_0	the resolution even higher laptop market	resolution	4--14	1	the resolution higher	0.0
714	331_5	it 10 hour battery life web browsing word editing making perfect classroom office terms gaming movie playing battery life 5 hours	word editing	65--77	0	browsing word editing	0.0
715	2637_0	delivery early	delivery	0--8	1	delivery early	0.0
716	1511_0	there many wonderful features benefits new macbook	features	28--36	1	many wonderful features benefits	1.0
717	267_1	the machine bluray player book no mention connect hdtv	book	36--40	-1	the machine bluray player book mention connect	0.0
718	706_0	i use computer basically check emails surf web print coupons college papers	surf web	46--58	0	emails surf web	0.0
719	1962_0	it heavy bulky hard carry size	size	53--57	-1	carry size	0.0
720	2170_0	even i like playing online games wonderful feature i dual boot windows	feature	74--81	1	even like wonderful feature dual windows	1.0
721	1601_0	i past gotten superfine sandpaper fixed edges rounding	edges	62--67	-1	gotten fixed edges rounding	0.0
722	2393_0	i love size keyboard functions	size	11--15	1	love size keyboard	1.0
723	2086_1	my only issues 1 screen video resolution increase higher resolution 1024 x 60	resolution	78--88	-1	only issues resolution increase higher resolution 1024 x	1.0
724	1175_0	the laptop relatively simple use though i bought macs dummies well worth $2	use	35--38	1	the laptop relatively simple use bought	0.0
725	23_1	the laptop lightweight easily carry around knapsack full text books barely adds weight	weight	112--118	1	adds weight	0.0
726	101_0	i got assurances 2 different people remaining 10 months warranty would transfer new computer	warranty	76--84	1	warranty transfer	0.0
727	1327_0	but arm velcro torn one use	arm velcro	8--18	-1	arm velcro torn use	-1.0
728	2246_2	it many great programs ilife iphotos others	iphotos	43--50	1	many great programs iphotos others	1.0
729	295_0	the speed incredible i satisfied	speed	4--9	1	the speed incredible i satisfied	1.0
730	2722_1	i really impressed quality performance price computer	performance	42--53	1	performance computer	0.0
731	474_0	dell customer disservice insult customers pay good money shoddy products	dell customer disservice	0--26	-1	dell customer disservice customers	0.0
